"model";"year.predicted";"plot";"type";"intensity";"timestep";"metric";"value"
"HD";2016;1;"dd";3;14;"abundance";167552,338139614
"HD";2016;1;"dd";3;14;"richness";8
"HD";2016;1;"dd";3;14;"evenness";1,59312941611434
"HD";2016;1;"dd";3;15;"abundance";57862,3286997388
"HD";2016;1;"dd";3;15;"richness";8
"HD";2016;1;"dd";3;15;"evenness";3,48866213304186
"HD";2016;1;"dd";3;16;"abundance";15356,9069807274
"HD";2016;1;"dd";3;16;"richness";8
"HD";2016;1;"dd";3;16;"evenness";4,41111644315396
"HD";2016;1;"dd";3;17;"abundance";11709,8887005648
"HD";2016;1;"dd";3;17;"richness";9
"HD";2016;1;"dd";3;17;"evenness";4,04748584934222
"HD";2016;1;"dd";3;18;"abundance";25662,7945933808
"HD";2016;1;"dd";3;18;"richness";9
"HD";2016;1;"dd";3;18;"evenness";5,97667359134358
"HD";2016;1;"dd";3;19;"abundance";13723,2836349682
"HD";2016;1;"dd";3;19;"richness";9
"HD";2016;1;"dd";3;19;"evenness";3,49013180767928
"HD";2016;1;"dd";3;20;"abundance";25714,859369222
"HD";2016;1;"dd";3;20;"richness";10
"HD";2016;1;"dd";3;20;"evenness";2,87264001182368
"HD";2016;1;"dd";4;1;"abundance";5889
"HD";2016;1;"dd";4;1;"richness";15
"HD";2016;1;"dd";4;1;"evenness";8,52549948037436
"HD";2016;1;"dd";4;2;"abundance";831871,714489393
"HD";2016;1;"dd";4;2;"richness";15
"HD";2016;1;"dd";4;2;"evenness";7,00822133789028
"HD";2016;1;"dd";4;3;"abundance";71968,2907013701
"HD";2016;1;"dd";4;3;"richness";11
"HD";2016;1;"dd";4;3;"evenness";4,3515686226268
"HD";2016;1;"dd";4;4;"abundance";109589,867994666
"HD";2016;1;"dd";4;4;"richness";11
"HD";2016;1;"dd";4;4;"evenness";3,45531237195393
"HD";2016;1;"dd";4;5;"abundance";38773,8298306541
"HD";2016;1;"dd";4;5;"richness";10
"HD";2016;1;"dd";4;5;"evenness";4,50879215641698
"HD";2016;1;"dd";4;6;"abundance";15998,674968402
"HD";2016;1;"dd";4;6;"richness";10
"HD";2016;1;"dd";4;6;"evenness";6,27709342569143
"HD";2016;1;"dd";4;7;"abundance";14550,3387118384
"HD";2016;1;"dd";4;7;"richness";10
"HD";2016;1;"dd";4;7;"evenness";6,29998815244873
"HD";2016;1;"dd";4;8;"abundance";46041,9856191508
"HD";2016;1;"dd";4;8;"richness";10
"HD";2016;1;"dd";4;8;"evenness";3,87264013744783
"HD";2016;1;"dd";4;9;"abundance";16563,545666084
"HD";2016;1;"dd";4;9;"richness";9
"HD";2016;1;"dd";4;9;"evenness";4,69811061198804
"HD";2016;1;"dd";4;10;"abundance";36472,4973884177
"HD";2016;1;"dd";4;10;"richness";9
"HD";2016;1;"dd";4;10;"evenness";5,05325378773419
"HD";2016;1;"dd";4;11;"abundance";20111,4310196326
"HD";2016;1;"dd";4;11;"richness";8
"HD";2016;1;"dd";4;11;"evenness";3,23104939788259
"HD";2016;1;"dd";4;12;"abundance";7331,24923261451
"HD";2016;1;"dd";4;12;"richness";10
"HD";2016;1;"dd";4;12;"evenness";3,91375548629441
"HD";2016;1;"dd";4;13;"abundance";9907,22813229401
"HD";2016;1;"dd";4;13;"richness";11
"HD";2016;1;"dd";4;13;"evenness";5,03308363772258
"HD";2016;1;"dd";4;14;"abundance";72560,8260053169
"HD";2016;1;"dd";4;14;"richness";11
"HD";2016;1;"dd";4;14;"evenness";1,50751230171471
"HD";2016;1;"dd";4;15;"abundance";90418,863152367
"HD";2016;1;"dd";4;15;"richness";12
"HD";2016;1;"dd";4;15;"evenness";4,02262181519245
"HD";2016;1;"dd";4;16;"abundance";72112,7350480284
"HD";2016;1;"dd";4;16;"richness";11
"HD";2016;1;"dd";4;16;"evenness";2,4829813261113
"HD";2016;1;"dd";4;17;"abundance";7691,43894575653
"HD";2016;1;"dd";4;17;"richness";10
"HD";2016;1;"dd";4;17;"evenness";4,14915497085029
"HD";2016;1;"dd";4;18;"abundance";10020,1854526037
"HD";2016;1;"dd";4;18;"richness";11
"HD";2016;1;"dd";4;18;"evenness";5,40112910849646
"HD";2016;1;"dd";4;19;"abundance";10318,6308108787
"HD";2016;1;"dd";4;19;"richness";11
"HD";2016;1;"dd";4;19;"evenness";5,42588109342774
"HD";2016;1;"dd";4;20;"abundance";30387,54012274
"HD";2016;1;"dd";4;20;"richness";10
"HD";2016;1;"dd";4;20;"evenness";4,40652336622647
"HD";2016;1;"dd";5;1;"abundance";5889
"HD";2016;1;"dd";5;1;"richness";15
"HD";2016;1;"dd";5;1;"evenness";8,52549948037436
"HD";2016;1;"dd";5;2;"abundance";830916,826066169
"HD";2016;1;"dd";5;2;"richness";15
"HD";2016;1;"dd";5;2;"evenness";7,01187577346772
"HD";2016;1;"dd";5;3;"abundance";59674,5155872221
"HD";2016;1;"dd";5;3;"richness";11
"HD";2016;1;"dd";5;3;"evenness";4,71975489431181
"HD";2016;1;"dd";5;4;"abundance";62737,2581782046
"HD";2016;1;"dd";5;4;"richness";11
"HD";2016;1;"dd";5;4;"evenness";4,20086507224503
"HD";2016;1;"dd";5;5;"abundance";14785,4322069449
"HD";2016;1;"dd";5;5;"richness";10
"HD";2016;1;"dd";5;5;"evenness";7,51331138769789
"HD";2016;1;"dd";5;6;"abundance";27332,5359589665
"HD";2016;1;"dd";5;6;"richness";10
"HD";2016;1;"dd";5;6;"evenness";5,53705908814933
"HD";2016;1;"dd";5;7;"abundance";28617,5876247843
"HD";2016;1;"dd";5;7;"richness";10
"HD";2016;1;"dd";5;7;"evenness";6,29124563520881
"HD";2016;1;"dd";5;8;"abundance";40596,831730068
"HD";2016;1;"dd";5;8;"richness";9
"HD";2016;1;"dd";5;8;"evenness";3,48738333692444
"HD";2016;1;"dd";5;9;"abundance";15239,0180650443
"HD";2016;1;"dd";5;9;"richness";9
"HD";2016;1;"dd";5;9;"evenness";5,21483473927645
"HD";2016;1;"dd";5;10;"abundance";39415,5726047933
"HD";2016;1;"dd";5;10;"richness";8
"HD";2016;1;"dd";5;10;"evenness";2,73883820248748
"HD";2016;1;"dd";5;11;"abundance";10345,8471200956
"HD";2016;1;"dd";5;11;"richness";10
"HD";2016;1;"dd";5;11;"evenness";4,62316212767031
"HD";2016;1;"dd";5;12;"abundance";19738,9238736294
"HD";2016;1;"dd";5;12;"richness";10
"HD";2016;1;"dd";5;12;"evenness";4,13145529637295
"HD";2016;1;"dd";5;13;"abundance";25589,7865774636
"HD";2016;1;"dd";5;13;"richness";10
"HD";2016;1;"dd";5;13;"evenness";6,55434913519906
"HD";2016;1;"dd";5;14;"abundance";63640,330244345
"HD";2016;1;"dd";5;14;"richness";11
"HD";2016;1;"dd";5;14;"evenness";3,88526032410405
"HD";2016;1;"dd";5;15;"abundance";125746,921692449
"HD";2016;1;"dd";5;15;"richness";11
"HD";2016;1;"dd";5;15;"evenness";1,58593425737287
"HD";2016;1;"dd";5;16;"abundance";19242,5960467176
"HD";2016;1;"dd";5;16;"richness";11
"HD";2016;1;"dd";5;16;"evenness";5,22831543901979
"HD";2016;1;"dd";5;17;"abundance";56934,2224196306
"HD";2016;1;"dd";5;17;"richness";11
"HD";2016;1;"dd";5;17;"evenness";3,15027098310395
"HD";2016;1;"dd";5;18;"abundance";19783,4546120032
"HD";2016;1;"dd";5;18;"richness";9
"HD";2016;1;"dd";5;18;"evenness";6,1658245265213
"HD";2016;1;"dd";5;19;"abundance";32499,624078316
"HD";2016;1;"dd";5;19;"richness";9
"HD";2016;1;"dd";5;19;"evenness";4,70705646664642
"HD";2016;1;"dd";5;20;"abundance";8302,4327291126
"HD";2016;1;"dd";5;20;"richness";9
"HD";2016;1;"dd";5;20;"evenness";4,65800189336712
"HD";2016;1;"dd";6;1;"abundance";5889
"HD";2016;1;"dd";6;1;"richness";15
"HD";2016;1;"dd";6;1;"evenness";8,52549948037436
"HD";2016;1;"dd";6;2;"abundance";829971,816006139
"HD";2016;1;"dd";6;2;"richness";15
"HD";2016;1;"dd";6;2;"evenness";7,01549388576748
"HD";2016;1;"dd";6;3;"abundance";51905,2560079157
"HD";2016;1;"dd";6;3;"richness";11
"HD";2016;1;"dd";6;3;"evenness";5,0187519344333
"HD";2016;1;"dd";6;4;"abundance";37458,8288067724
"HD";2016;1;"dd";6;4;"richness";11
"HD";2016;1;"dd";6;4;"evenness";6,03195638687513
"HD";2016;1;"dd";6;5;"abundance";14684,6378300355
"HD";2016;1;"dd";6;5;"richness";10
"HD";2016;1;"dd";6;5;"evenness";7,84446727602059
"HD";2016;1;"dd";6;6;"abundance";32322,3563182743
"HD";2016;1;"dd";6;6;"richness";10
"HD";2016;1;"dd";6;6;"evenness";3,98451778171058
"HD";2016;1;"dd";6;7;"abundance";14731,6356360217
"HD";2016;1;"dd";6;7;"richness";9
"HD";2016;1;"dd";6;7;"evenness";7,23646258387983
"HD";2016;1;"dd";6;8;"abundance";37333,1188007214
"HD";2016;1;"dd";6;8;"richness";10
"HD";2016;1;"dd";6;8;"evenness";5,36294085859846
"HD";2016;1;"dd";6;9;"abundance";26749,042978528
"HD";2016;1;"dd";6;9;"richness";9
"HD";2016;1;"dd";6;9;"evenness";2,79983499275668
"HD";2016;1;"dd";6;10;"abundance";24062,5496552557
"HD";2016;1;"dd";6;10;"richness";9
"HD";2016;1;"dd";6;10;"evenness";4,42888047141333
"HD";2016;1;"dd";6;11;"abundance";52460,6678356047
"HD";2016;1;"dd";6;11;"richness";10
"HD";2016;1;"dd";6;11;"evenness";2,81978282746222
"HD";2016;1;"dd";6;12;"abundance";18799,282027161
"HD";2016;1;"dd";6;12;"richness";11
"HD";2016;1;"dd";6;12;"evenness";6,80940541965582
"HD";2016;1;"dd";6;13;"abundance";25655,6999154733
"HD";2016;1;"dd";6;13;"richness";10
"HD";2016;1;"dd";6;13;"evenness";4,324223442419
"HD";2016;1;"dd";6;14;"abundance";48404,6226146784
"HD";2016;1;"dd";6;14;"richness";10
"HD";2016;1;"dd";6;14;"evenness";2,58417382512129
"HD";2016;1;"dd";6;15;"abundance";47803,8093061654
"HD";2016;1;"dd";6;15;"richness";10
"HD";2016;1;"dd";6;15;"evenness";5,43860336641966
"HD";2016;1;"dd";6;16;"abundance";56295,7290256046
"HD";2016;1;"dd";6;16;"richness";10
"HD";2016;1;"dd";6;16;"evenness";2,43205629477165
"HD";2016;1;"dd";6;17;"abundance";15012,5082227756
"HD";2016;1;"dd";6;17;"richness";10
"HD";2016;1;"dd";6;17;"evenness";4,62111295547265
"HD";2016;1;"dd";6;18;"abundance";26746,778695809
"HD";2016;1;"dd";6;18;"richness";10
"HD";2016;1;"dd";6;18;"evenness";6,30054234251972
"HD";2016;1;"dd";6;19;"abundance";9263,88404569194
"HD";2016;1;"dd";6;19;"richness";9
"HD";2016;1;"dd";6;19;"evenness";5,32330848309423
"HD";2016;1;"dd";6;20;"abundance";13893,3040370175
"HD";2016;1;"dd";6;20;"richness";10
"HD";2016;1;"dd";6;20;"evenness";6,55134281973243
"HD";2016;1;"dd";7;1;"abundance";5889
"HD";2016;1;"dd";7;1;"richness";15
"HD";2016;1;"dd";7;1;"evenness";8,52549948037436
"HD";2016;1;"dd";7;2;"abundance";829036,577475159
"HD";2016;1;"dd";7;2;"richness";15
"HD";2016;1;"dd";7;2;"evenness";7,01907601550167
"HD";2016;1;"dd";7;3;"abundance";47022,7800631353
"HD";2016;1;"dd";7;3;"richness";11
"HD";2016;1;"dd";7;3;"evenness";5,26470606045595
"HD";2016;1;"dd";7;4;"abundance";32689,9051879306
"HD";2016;1;"dd";7;4;"richness";11
"HD";2016;1;"dd";7;4;"evenness";5,66049310996894
"HD";2016;1;"dd";7;5;"abundance";38897,5060968742
"HD";2016;1;"dd";7;5;"richness";10
"HD";2016;1;"dd";7;5;"evenness";3,54168338221943
"HD";2016;1;"dd";7;6;"abundance";19818,8085426542
"HD";2016;1;"dd";7;6;"richness";10
"HD";2016;1;"dd";7;6;"evenness";6,48514060030273
"HD";2016;1;"dd";7;7;"abundance";26585,5601164089
"HD";2016;1;"dd";7;7;"richness";9
"HD";2016;1;"dd";7;7;"evenness";5,75456102853327
"HD";2016;1;"dd";7;8;"abundance";41059,9241880306
"HD";2016;1;"dd";7;8;"richness";9
"HD";2016;1;"dd";7;8;"evenness";4,3794970518982
"HD";2016;1;"dd";7;9;"abundance";7561,63243393253
"HD";2016;1;"dd";7;9;"richness";9
"HD";2016;1;"dd";7;9;"evenness";3,47469528579901
"HD";2016;1;"dd";7;10;"abundance";34854,9249964695
"HD";2016;1;"dd";7;10;"richness";10
"HD";2016;1;"dd";7;10;"evenness";3,88268472292839
"HD";2016;1;"dd";7;11;"abundance";10397,0551599175
"HD";2016;1;"dd";7;11;"richness";11
"HD";2016;1;"dd";7;11;"evenness";4,03498549250665
"HD";2016;1;"dd";7;12;"abundance";31803,1557938485
"HD";2016;1;"dd";7;12;"richness";11
"HD";2016;1;"dd";7;12;"evenness";5,22076390700672
"HD";2016;1;"dd";7;13;"abundance";54364,9412144355
"HD";2016;1;"dd";7;13;"richness";10
"HD";2016;1;"dd";7;13;"evenness";4,82032196930536
"HD";2016;1;"dd";7;14;"abundance";52371,0150238039
"HD";2016;1;"dd";7;14;"richness";10
"HD";2016;1;"dd";7;14;"evenness";3,81009222738162
"HD";2016;1;"dd";7;15;"abundance";19916,5795920585
"HD";2016;1;"dd";7;15;"richness";9
"HD";2016;1;"dd";7;15;"evenness";5,93402109342527
"HD";2016;1;"dd";7;16;"abundance";6956,68596950818
"HD";2016;1;"dd";7;16;"richness";10
"HD";2016;1;"dd";7;16;"evenness";4,1964727848624
"HD";2016;1;"dd";7;17;"abundance";41023,0257031684
"HD";2016;1;"dd";7;17;"richness";10
"HD";2016;1;"dd";7;17;"evenness";3,53399940042594
"HD";2016;1;"dd";7;18;"abundance";52040,5475862715
"HD";2016;1;"dd";7;18;"richness";10
"HD";2016;1;"dd";7;18;"evenness";3,03446394603197
"HD";2016;1;"dd";7;19;"abundance";58752,1729985117
"HD";2016;1;"dd";7;19;"richness";10
"HD";2016;1;"dd";7;19;"evenness";3,40363606066709
"HD";2016;1;"dd";7;20;"abundance";14607,4109299271
"HD";2016;1;"dd";7;20;"richness";8
"HD";2016;1;"dd";7;20;"evenness";3,63258606692972
"HD";2016;1;"dd";8;1;"abundance";5889
"HD";2016;1;"dd";8;1;"richness";15
"HD";2016;1;"dd";8;1;"evenness";8,52549948037436
"HD";2016;1;"dd";8;2;"abundance";828111,005516503
"HD";2016;1;"dd";8;2;"richness";15
"HD";2016;1;"dd";8;2;"evenness";7,02262249457954
"HD";2016;1;"dd";8;3;"abundance";44365,998404793
"HD";2016;1;"dd";8;3;"richness";11
"HD";2016;1;"dd";8;3;"evenness";5,46623182951729
"HD";2016;1;"dd";8;4;"abundance";35759,596260477
"HD";2016;1;"dd";8;4;"richness";11
"HD";2016;1;"dd";8;4;"evenness";6,07359713910952
"HD";2016;1;"dd";8;5;"abundance";63812,2942166021
"HD";2016;1;"dd";8;5;"richness";11
"HD";2016;1;"dd";8;5;"evenness";2,15071434183622
"HD";2016;1;"dd";8;6;"abundance";36178,6527846626
"HD";2016;1;"dd";8;6;"richness";11
"HD";2016;1;"dd";8;6;"evenness";6,35931966247892
"HD";2016;1;"dd";8;7;"abundance";14982,2027047736
"HD";2016;1;"dd";8;7;"richness";9
"HD";2016;1;"dd";8;7;"evenness";4,88987857364031
"HD";2016;1;"dd";8;8;"abundance";44817,215775911
"HD";2016;1;"dd";8;8;"richness";10
"HD";2016;1;"dd";8;8;"evenness";4,25320677413511
"HD";2016;1;"dd";8;9;"abundance";13865,7943852126
"HD";2016;1;"dd";8;9;"richness";9
"HD";2016;1;"dd";8;9;"evenness";4,97243948967169
"HD";2016;1;"dd";8;10;"abundance";16364,4860033288
"HD";2016;1;"dd";8;10;"richness";9
"HD";2016;1;"dd";8;10;"evenness";3,47858079268492
"HD";2016;1;"dd";8;11;"abundance";33031,1981697461
"HD";2016;1;"dd";8;11;"richness";10
"HD";2016;1;"dd";8;11;"evenness";3,78558781379456
"HD";2016;1;"dd";8;12;"abundance";16486,6282610866
"HD";2016;1;"dd";8;12;"richness";11
"HD";2016;1;"dd";8;12;"evenness";3,8458737549323
"HD";2016;1;"dd";8;13;"abundance";67124,6193054972
"HD";2016;1;"dd";8;13;"richness";11
"HD";2016;1;"dd";8;13;"evenness";2,54276319749195
"HD";2016;1;"dd";8;14;"abundance";39220,1167481413
"HD";2016;1;"dd";8;14;"richness";11
"HD";2016;1;"dd";8;14;"evenness";3,74508128806849
"HD";2016;1;"dd";8;15;"abundance";14545,1123967475
"HD";2016;1;"dd";8;15;"richness";10
"HD";2016;1;"dd";8;15;"evenness";5,47246089655154
"HD";2016;1;"dd";8;16;"abundance";33025,1498907143
"HD";2016;1;"dd";8;16;"richness";10
"HD";2016;1;"dd";8;16;"evenness";6,11457550443694
"HD";2016;1;"dd";8;17;"abundance";12184,2881022708
"HD";2016;1;"dd";8;17;"richness";10
"HD";2016;1;"dd";8;17;"evenness";5,32798467925306
"HD";2016;1;"dd";8;18;"abundance";10480,1396844316
"HD";2016;1;"dd";8;18;"richness";10
"HD";2016;1;"dd";8;18;"evenness";4,61624977874191
"HD";2016;1;"dd";8;19;"abundance";11885,0387023586
"HD";2016;1;"dd";8;19;"richness";11
"HD";2016;1;"dd";8;19;"evenness";3,56717497590984
"HD";2016;1;"dd";8;20;"abundance";25196,8003244454
"HD";2016;1;"dd";8;20;"richness";11
"HD";2016;1;"dd";8;20;"evenness";6,00159274404319
"HD";2016;1;"dd";9;1;"abundance";5889
"HD";2016;1;"dd";9;1;"richness";15
"HD";2016;1;"dd";9;1;"evenness";8,52549948037436
"HD";2016;1;"dd";9;2;"abundance";827194,997018208
"HD";2016;1;"dd";9;2;"richness";15
"HD";2016;1;"dd";9;2;"evenness";7,02613364625553
"HD";2016;1;"dd";9;3;"abundance";43986,835902805
"HD";2016;1;"dd";9;3;"richness";11
"HD";2016;1;"dd";9;3;"evenness";5,59433751960664
"HD";2016;1;"dd";9;4;"abundance";41353,2797036604
"HD";2016;1;"dd";9;4;"richness";11
"HD";2016;1;"dd";9;4;"evenness";6,27622076003763
"HD";2016;1;"dd";9;5;"abundance";47900,6369188896
"HD";2016;1;"dd";9;5;"richness";11
"HD";2016;1;"dd";9;5;"evenness";5,06815841674213
"HD";2016;1;"dd";9;6;"abundance";18614,0725079774
"HD";2016;1;"dd";9;6;"richness";10
"HD";2016;1;"dd";9;6;"evenness";6,54036461836235
"HD";2016;1;"dd";9;7;"abundance";14189,4473191718
"HD";2016;1;"dd";9;7;"richness";9
"HD";2016;1;"dd";9;7;"evenness";6,61986013915014
"HD";2016;1;"dd";9;8;"abundance";35709,1670753095
"HD";2016;1;"dd";9;8;"richness";9
"HD";2016;1;"dd";9;8;"evenness";5,12303095879568
"HD";2016;1;"dd";9;9;"abundance";8914,71668704172
