"year";"plot";"subplot";"species";"observed";"predicted"
2016;4;"B2";"BEMA";1;49,1044179785977
2016;4;"B2";"CETE";0;NA
2016;4;"B2";"CHFU";15;NA
2016;4;"B2";"CHMI";29;NA
2016;4;"B2";"HOMA";20;9,73
2016;4;"B2";"LEMA";0;NA
2016;4;"B2";"MEEL";3;6,392
2016;4;"B2";"MESU";0;NA
2016;4;"B2";"PAIN";0;NA
2016;4;"B2";"PLCO";0;NA
2016;4;"B2";"POMA";0;NA
2016;4;"B2";"POMO";0;NA
2016;4;"B2";"PUPA";0;NA
2016;4;"B2";"SASO";0;NA
2016;4;"B2";"SCLA";1;NA
2016;4;"B2";"SOAS";0;NA
2016;4;"B2";"SPRU";0;NA
2016;4;"B2";"SUSP";0;NA
2019;5;"D5";"BEMA";0;NA
2019;5;"D5";"CETE";0;NA
2019;5;"D5";"CHFU";6;NA
2019;5;"D5";"CHMI";0;NA
2019;5;"D5";"HOMA";380;82,2899393682243
2019;5;"D5";"LEMA";17;8,85916018897742
2019;5;"D5";"MEEL";0;NA
2019;5;"D5";"MESU";0;NA
2019;5;"D5";"PAIN";20;250,875969209321
2019;5;"D5";"PLCO";0;NA
2019;5;"D5";"POMA";5;643,980872034809
2019;5;"D5";"POMO";0;NA
2019;5;"D5";"PUPA";0;NA
2019;5;"D5";"SASO";0;NA
2019;5;"D5";"SCLA";0;NA
2019;5;"D5";"SOAS";0;NA
2019;5;"D5";"SPRU";0;NA
2019;5;"D5";"SUSP";0;NA
2016;3;"D2";"BEMA";1;NA
2016;3;"D2";"CETE";0;NA
2016;3;"D2";"CHFU";21;6,90603613202069
2016;3;"D2";"CHMI";0;NA
2016;3;"D2";"HOMA";71;97,2799213054395
2016;3;"D2";"LEMA";4;118,001706005137
2016;3;"D2";"MEEL";0;NA
2016;3;"D2";"MESU";0;NA
2016;3;"D2";"PAIN";0;NA
2016;3;"D2";"PLCO";3;998,790157634098
2016;3;"D2";"POMA";0;NA
2016;3;"D2";"POMO";0;NA
2016;3;"D2";"PUPA";0;NA
2016;3;"D2";"SASO";0;NA
2016;3;"D2";"SCLA";0;NA
2016;3;"D2";"SOAS";0;NA
2016;3;"D2";"SPRU";0;NA
2016;3;"D2";"SUSP";0;NA
2016;3;"E4";"BEMA";2;49,4230323670408
2016;3;"E4";"CETE";0;NA
2016;3;"E4";"CHFU";3;7,06039411804953
2016;3;"E4";"CHMI";0;NA
2016;3;"E4";"HOMA";39;102,641815335839
2016;3;"E4";"LEMA";32;117,858964168842
2016;3;"E4";"MEEL";0;NA
2016;3;"E4";"MESU";0;NA
2016;3;"E4";"PAIN";0;NA
2016;3;"E4";"PLCO";2;1009,9793817062
2016;3;"E4";"POMA";0;NA
2016;3;"E4";"POMO";0;NA
2016;3;"E4";"PUPA";0;NA
2016;3;"E4";"SASO";0;NA
2016;3;"E4";"SCLA";0;NA
2016;3;"E4";"SOAS";0;NA
2016;3;"E4";"SPRU";0;NA
2016;3;"E4";"SUSP";0;NA
2016;7;"D3";"BEMA";10;49,9511868781407
2016;7;"D3";"CETE";0;NA
2016;7;"D3";"CHFU";2;100,811605765968
2016;7;"D3";"CHMI";0;NA
2016;7;"D3";"HOMA";0;NA
2016;7;"D3";"LEMA";1;1122,33688934276
2016;7;"D3";"MEEL";0;NA
2016;7;"D3";"MESU";0;NA
2016;7;"D3";"PAIN";0;NA
2016;7;"D3";"PLCO";0;NA
2016;7;"D3";"POMA";10;870,928260470376
2016;7;"D3";"POMO";2;NA
2016;7;"D3";"PUPA";3;NA
2016;7;"D3";"SASO";0;NA
2016;7;"D3";"SCLA";0;NA
2016;7;"D3";"SOAS";0;NA
2016;7;"D3";"SPRU";0;NA
2016;7;"D3";"SUSP";0;NA
2016;2;"B4";"BEMA";1;48,0753522918244
2016;2;"B4";"CETE";0;NA
2016;2;"B4";"CHFU";4;NA
2016;2;"B4";"CHMI";0;NA
2016;2;"B4";"HOMA";43;10,06
2016;2;"B4";"LEMA";8;117,430879129191
2016;2;"B4";"MEEL";0;NA
2016;2;"B4";"MESU";3;119,893109353946
2016;2;"B4";"PAIN";0;NA
2016;2;"B4";"PLCO";0;NA
2016;2;"B4";"POMA";0;NA
2016;2;"B4";"POMO";0;NA
2016;2;"B4";"PUPA";0;NA
2016;2;"B4";"SASO";0;NA
2016;2;"B4";"SCLA";0;NA
2016;2;"B4";"SOAS";0;NA
2016;2;"B4";"SPRU";0;NA
2016;2;"B4";"SUSP";0;NA
2016;2;"B3";"BEMA";1;42,7791161919878
2016;2;"B3";"CETE";3;NA
2016;2;"B3";"CHFU";9;NA
2016;2;"B3";"CHMI";0;NA
2016;2;"B3";"HOMA";104;10,3
2016;2;"B3";"LEMA";16;117,226763106149
2016;2;"B3";"MEEL";0;NA
2016;2;"B3";"MESU";0;NA
2016;2;"B3";"PAIN";0;NA
2016;2;"B3";"PLCO";1;96,4917377774312
2016;2;"B3";"POMA";0;NA
2016;2;"B3";"POMO";0;NA
2016;2;"B3";"PUPA";0;NA
2016;2;"B3";"SASO";0;NA
2016;2;"B3";"SCLA";0;NA
2016;2;"B3";"SOAS";0;NA
2016;2;"B3";"SPRU";0;NA
2016;2;"B3";"SUSP";0;NA
2017;1;"F3";"BEMA";0;NA
2017;1;"F3";"CETE";10;522,474
2017;1;"F3";"CHFU";51;NA
2017;1;"F3";"CHMI";0;NA
2017;1;"F3";"HOMA";330;51,9133778309999
2017;1;"F3";"LEMA";310;10,169498141939
2017;1;"F3";"MEEL";0;NA
2017;1;"F3";"MESU";0;NA
2017;1;"F3";"PAIN";70;152,292225508369
2017;1;"F3";"PLCO";0;NA
2017;1;"F3";"POMA";3;783,299827245443
2017;1;"F3";"POMO";0;NA
2017;1;"F3";"PUPA";4;827,400253967752
2017;1;"F3";"SASO";0;NA
2017;1;"F3";"SCLA";0;NA
2017;1;"F3";"SOAS";0;NA
2017;1;"F3";"SPRU";0;NA
2017;1;"F3";"SUSP";0;NA
2017;3;"D3";"BEMA";0;NA
2017;3;"D3";"CETE";2;522,474
2017;3;"D3";"CHFU";8;NA
2017;3;"D3";"CHMI";0;NA
2017;3;"D3";"HOMA";90;99,1248789128064
2017;3;"D3";"LEMA";280;110,165554080359
2017;3;"D3";"MEEL";0;NA
2017;3;"D3";"MESU";2;8,1656182904008
2017;3;"D3";"PAIN";6;15,1481617521054
2017;3;"D3";"PLCO";20;738,430046404379
2017;3;"D3";"POMA";4;783,385606204065
2017;3;"D3";"POMO";0;NA
2017;3;"D3";"PUPA";3;827,484599591481
2017;3;"D3";"SASO";0;NA
2017;3;"D3";"SCLA";0;NA
2017;3;"D3";"SOAS";0;NA
2017;3;"D3";"SPRU";0;NA
2017;3;"D3";"SUSP";0;NA
2018;3;"E6";"BEMA";1;41,6746576732625
2018;3;"E6";"CETE";0;NA
2018;3;"E6";"CHFU";0;NA
2018;3;"E6";"CHMI";0;NA
2018;3;"E6";"HOMA";250;11,5
2018;3;"E6";"LEMA";1;110,460072838817
2018;3;"E6";"MEEL";0;NA
2018;3;"E6";"MESU";0;NA
2018;3;"E6";"PAIN";0;NA
2018;3;"E6";"PLCO";0;NA
2018;3;"E6";"POMA";0;NA
2018;3;"E6";"POMO";0;NA
2018;3;"E6";"PUPA";4;99,1283040191518
2018;3;"E6";"SASO";14;566,905256245205
2018;3;"E6";"SCLA";0;NA
2018;3;"E6";"SOAS";0;NA
2018;3;"E6";"SPRU";0;NA
2018;3;"E6";"SUSP";0;NA
2019;5;"A5";"BEMA";0;NA
2019;5;"A5";"CETE";0;NA
2019;5;"A5";"CHFU";5;NA
2019;5;"A5";"CHMI";0;NA
2019;5;"A5";"HOMA";400;84,3899393682243
2019;5;"A5";"LEMA";15;8,85629005605094
2019;5;"A5";"MEEL";0;NA
2019;5;"A5";"MESU";0;NA
2019;5;"A5";"PAIN";50;26,7655472162664
2019;5;"A5";"PLCO";0;NA
2019;5;"A5";"POMA";7;487,780963382445
2019;5;"A5";"POMO";0;NA
2019;5;"A5";"PUPA";0;NA
2019;5;"A5";"SASO";3;406,722074491979
2019;5;"A5";"SCLA";0;NA
2019;5;"A5";"SOAS";0;NA
2019;5;"A5";"SPRU";0;NA
2019;5;"A5";"SUSP";0;NA
2017;3;"E6";"BEMA";0;NA
2017;3;"E6";"CETE";4;522,474
2017;3;"E6";"CHFU";0;NA
2017;3;"E6";"CHMI";0;NA
2017;3;"E6";"HOMA";140;9,805
2017;3;"E6";"LEMA";210;93,7371747711897
2017;3;"E6";"MEEL";0;NA
2017;3;"E6";"MESU";0;NA
2017;3;"E6";"PAIN";30;2,71963457828435
2017;3;"E6";"PLCO";5;80,6322308164783
2017;3;"E6";"POMA";30;790,076969976296
2017;3;"E6";"POMO";0;NA
2017;3;"E6";"PUPA";16;827,334736999923
2017;3;"E6";"SASO";0;NA
2017;3;"E6";"SCLA";0;NA
2017;3;"E6";"SOAS";0;NA
2017;3;"E6";"SPRU";0;NA
2017;3;"E6";"SUSP";0;NA
2019;8;"A1";"BEMA";30;32,3474297132231
2019;8;"A1";"CETE";20;413,082
2019;8;"A1";"CHFU";14;68,0733220376378
2019;8;"A1";"CHMI";0;NA
2019;8;"A1";"HOMA";0;NA
2019;8;"A1";"LEMA";0;NA
2019;8;"A1";"MEEL";0;NA
2019;8;"A1";"MESU";0;NA
2019;8;"A1";"PAIN";0;NA
2019;8;"A1";"PLCO";0;NA
2019;8;"A1";"POMA";100;662,79119294423
2019;8;"A1";"POMO";0;NA
2019;8;"A1";"PUPA";0;NA
2019;8;"A1";"SASO";4;405,281248408902
2019;8;"A1";"SCLA";0;NA
2019;8;"A1";"SOAS";0;NA
2019;8;"A1";"SPRU";20;342,955379555972
2019;8;"A1";"SUSP";0;NA
2017;4;"D4";"BEMA";0;NA
2017;4;"D4";"CETE";0;NA
2017;4;"D4";"CHFU";0;NA
2017;4;"D4";"CHMI";0;NA
2017;4;"D4";"HOMA";290;9,94
2017;4;"D4";"LEMA";33;93,8824026857777
2017;4;"D4";"MEEL";0;NA
2017;4;"D4";"MESU";0;NA
2017;4;"D4";"PAIN";5;1,83917605940524
2017;4;"D4";"PLCO";4;81,8545152075163
2017;4;"D4";"POMA";45;85,5473747441818
2017;4;"D4";"POMO";0;NA
2017;4;"D4";"PUPA";3;827,347631520526
2017;4;"D4";"SASO";1;510,190685053766
2017;4;"D4";"SCLA";0;NA
2017;4;"D4";"SOAS";0;NA
2017;4;"D4";"SPRU";0;NA
2017;4;"D4";"SUSP";0;NA
2018;2;"E2";"BEMA";0;NA
2018;2;"E2";"CETE";14;368,841078755974
2018;2;"E2";"CHFU";0;NA
2018;2;"E2";"CHMI";0;NA
2018;2;"E2";"HOMA";400;12,85
2018;2;"E2";"LEMA";4;109,464732416563
2018;2;"E2";"MEEL";0;NA
2018;2;"E2";"MESU";0;NA
2018;2;"E2";"PAIN";1;7,05721691035216
2018;2;"E2";"PLCO";0;NA
2018;2;"E2";"POMA";2;48,8376071684822
2018;2;"E2";"POMO";0;NA
2018;2;"E2";"PUPA";6;924,43920507195
2018;2;"E2";"SASO";3;394,777701961113
2018;2;"E2";"SCLA";0;NA
2018;2;"E2";"SOAS";0;NA
2018;2;"E2";"SPRU";0;NA
2018;2;"E2";"SUSP";0;NA
2016;6;"B6";"BEMA";4;49,4270162803154
2016;6;"B6";"CETE";0;NA
2016;6;"B6";"CHFU";28;NA
2016;6;"B6";"CHMI";0;NA
2016;6;"B6";"HOMA";37;9,4
2016;6;"B6";"LEMA";4;117,527362270844
2016;6;"B6";"MEEL";3;78,5341691584088
2016;6;"B6";"MESU";0;NA
2016;6;"B6";"PAIN";0;NA
2016;6;"B6";"PLCO";2;90,9498577921458
2016;6;"B6";"POMA";0;NA
2016;6;"B6";"POMO";0;NA
2016;6;"B6";"PUPA";0;NA
2016;6;"B6";"SASO";0;NA
2016;6;"B6";"SCLA";10;6,54585606066733
2016;6;"B6";"SOAS";0;NA
2016;6;"B6";"SPRU";0;NA
2016;6;"B6";"SUSP";0;NA
2016;5;"F6";"BEMA";0;NA
2016;5;"F6";"CETE";0;NA
2016;5;"F6";"CHFU";18;NA
2016;5;"F6";"CHMI";0;NA
2016;5;"F6";"HOMA";2;NA
2016;5;"F6";"LEMA";0;NA
2016;5;"F6";"MEEL";0;NA
2016;5;"F6";"MESU";0;NA
2016;5;"F6";"PAIN";0;NA
2016;5;"F6";"PLCO";0;NA
2016;5;"F6";"POMA";0;NA
2016;5;"F6";"POMO";0;NA
2016;5;"F6";"PUPA";0;NA
2016;5;"F6";"SASO";0;NA
2016;5;"F6";"SCLA";0;NA
2016;5;"F6";"SOAS";0;NA
2016;5;"F6";"SPRU";0;NA
2016;5;"F6";"SUSP";0;NA
2018;1;"D5";"BEMA";0;NA
2018;1;"D5";"CETE";0;NA
2018;1;"D5";"CHFU";0;NA
2018;1;"D5";"CHMI";0;NA
2018;1;"D5";"HOMA";260;14,65
2018;1;"D5";"LEMA";4;108,737546238696
2018;1;"D5";"MEEL";0;NA
2018;1;"D5";"MESU";0;NA
2018;1;"D5";"PAIN";0;NA
2018;1;"D5";"PLCO";0;NA
2018;1;"D5";"POMA";0;NA
2018;1;"D5";"POMO";0;NA
2018;1;"D5";"PUPA";2;90,1184185264774
2018;1;"D5";"SASO";60;566,705001654185
2018;1;"D5";"SCLA";0;NA
2018;1;"D5";"SOAS";0;NA
2018;1;"D5";"SPRU";0;NA
2018;1;"D5";"SUSP";0;NA
2016;7;"A4";"BEMA";10;49,0356879060276
2016;7;"A4";"CETE";0;NA
2016;7;"A4";"CHFU";3;84,9753340072168
2016;7;"A4";"CHMI";0;NA
2016;7;"A4";"HOMA";0;NA
2016;7;"A4";"LEMA";0;NA
2016;7;"A4";"MEEL";0;NA
2016;7;"A4";"MESU";0;NA
2016;7;"A4";"PAIN";0;NA
2016;7;"A4";"PLCO";0;NA
2016;7;"A4";"POMA";5;910,216609794841
2016;7;"A4";"POMO";0;NA
2016;7;"A4";"PUPA";0;NA
2016;7;"A4";"SASO";18;667,334184217472
2016;7;"A4";"SCLA";0;NA
2016;7;"A4";"SOAS";0;NA
2016;7;"A4";"SPRU";0;NA
2016;7;"A4";"SUSP";0;NA
2017;3;"B3";"BEMA";0;NA
2017;3;"B3";"CETE";2;NA
2017;3;"B3";"CHFU";125;15,7696679378489
2017;3;"B3";"CHMI";5;69,8536026326491
2017;3;"B3";"HOMA";140;40,1257767829202
2017;3;"B3";"LEMA";140;872,494736961505
2017;3;"B3";"MEEL";0;NA
2017;3;"B3";"MESU";0;NA
2017;3;"B3";"PAIN";0;NA
2017;3;"B3";"PLCO";0;NA
2017;3;"B3";"POMA";30;770,335504803713
2017;3;"B3";"POMO";0;NA
2017;3;"B3";"PUPA";0;NA
2017;3;"B3";"SASO";10;509,39891511201
2017;3;"B3";"SCLA";0;NA
2017;3;"B3";"SOAS";0;NA
2017;3;"B3";"SPRU";0;NA
2017;3;"B3";"SUSP";0;NA
2016;9;"D4";"BEMA";6;NA
2016;9;"D4";"CETE";0;NA
2016;9;"D4";"CHFU";0;NA
2016;9;"D4";"CHMI";0;NA
2016;9;"D4";"HOMA";0;NA
2016;9;"D4";"LEMA";0;NA
2016;9;"D4";"MEEL";0;NA
2016;9;"D4";"MESU";2;118,704539389586
2016;9;"D4";"PAIN";1;NA
2016;9;"D4";"PLCO";0;NA
2016;9;"D4";"POMA";9;98,4319551270242
2016;9;"D4";"POMO";1;1146,68657179543
2016;9;"D4";"PUPA";0;NA
2016;9;"D4";"SASO";0;NA
2016;9;"D4";"SCLA";2;90,2011557363792
2016;9;"D4";"SOAS";0;NA
2016;9;"D4";"SPRU";4;552,625985118762
2016;9;"D4";"SUSP";0;NA
2017;6;"C4";"BEMA";0;NA
2017;6;"C4";"CETE";0;NA
2017;6;"C4";"CHFU";8;NA
2017;6;"C4";"CHMI";0;NA
2017;6;"C4";"HOMA";210;45,6342410472455
2017;6;"C4";"LEMA";19;8,85253072448751
2017;6;"C4";"MEEL";0;NA
2017;6;"C4";"MESU";0;NA
2017;6;"C4";"PAIN";2;32,4443132780863
2017;6;"C4";"PLCO";30;77,6438007219156
2017;6;"C4";"POMA";17;775,546134206441
2017;6;"C4";"POMO";0;NA
2017;6;"C4";"PUPA";1;584,495854575006
2017;6;"C4";"SASO";7;510,749352254637
2017;6;"C4";"SCLA";0;NA
2017;6;"C4";"SOAS";0;NA
2017;6;"C4";"SPRU";0;NA
2017;6;"C4";"SUSP";0;NA
2017;1;"C1";"BEMA";0;NA
2017;1;"C1";"CETE";0;NA
2017;1;"C1";"CHFU";6;NA
2017;1;"C1";"CHMI";15;72,3376277629806
2017;1;"C1";"HOMA";320;6,77914360998154
2017;1;"C1";"LEMA";210;94,3753555751407
2017;1;"C1";"MEEL";0;NA
2017;1;"C1";"MESU";0;NA
2017;1;"C1";"PAIN";50;156,46593517744
2017;1;"C1";"PLCO";0;NA
2017;1;"C1";"POMA";30;787,080866336702
2017;1;"C1";"POMO";30;NA
2017;1;"C1";"PUPA";0;NA
2017;1;"C1";"SASO";3;510,352076891004
2017;1;"C1";"SCLA";0;NA
2017;1;"C1";"SOAS";0;NA
2017;1;"C1";"SPRU";0;NA
2017;1;"C1";"SUSP";0;NA
2017;3;"E1";"BEMA";2;35,0098152092711
2017;3;"E1";"CETE";3;522,474
2017;3;"E1";"CHFU";33;NA
2017;3;"E1";"CHMI";0;NA
2017;3;"E1";"HOMA";130;53,4999338638096
2017;3;"E1";"LEMA";150;8,84794871982912
2017;3;"E1";"MEEL";0;NA
2017;3;"E1";"MESU";0;NA
2017;3;"E1";"PAIN";2;32,9830435794275
2017;3;"E1";"PLCO";4;746,697866700536
2017;3;"E1";"POMA";35;789,6430306526
2017;3;"E1";"POMO";0;NA
2017;3;"E1";"PUPA";14;88,3233045134143
2017;3;"E1";"SASO";0;NA
2017;3;"E1";"SCLA";1;606,907192174593
2017;3;"E1";"SOAS";0;NA
2017;3;"E1";"SPRU";0;NA
2017;3;"E1";"SUSP";0;NA
2016;7;"E4";"BEMA";9;48,49934292346
2016;7;"E4";"CETE";0;NA
2016;7;"E4";"CHFU";4;5,8678534476649
2016;7;"E4";"CHMI";0;NA
2016;7;"E4";"HOMA";2;124,286464972249
2016;7;"E4";"LEMA";1;117,081057065305
2016;7;"E4";"MEEL";0;NA
2016;7;"E4";"MESU";0;NA
2016;7;"E4";"PAIN";0;NA
2016;7;"E4";"PLCO";0;NA
2016;7;"E4";"POMA";7;624,777305981346
2016;7;"E4";"POMO";0;NA
2016;7;"E4";"PUPA";4;583,213480028728
2016;7;"E4";"SASO";4;NA
2016;7;"E4";"SCLA";0;NA
2016;7;"E4";"SOAS";1;NA
2016;7;"E4";"SPRU";0;NA
2016;7;"E4";"SUSP";0;NA
2018;7;"B3";"BEMA";0;NA
2018;7;"B3";"CETE";0;NA
2018;7;"B3";"CHFU";0;NA
2018;7;"B3";"CHMI";0;NA
2018;7;"B3";"HOMA";0;NA
2018;7;"B3";"LEMA";0;NA
2018;7;"B3";"MEEL";0;NA
2018;7;"B3";"MESU";0;NA
2018;7;"B3";"PAIN";0;NA
2018;7;"B3";"PLCO";0;NA
2018;7;"B3";"POMA";0;NA
2018;7;"B3";"POMO";0;NA
2018;7;"B3";"PUPA";0;NA
2018;7;"B3";"SASO";75;NA
2018;7;"B3";"SCLA";0;NA
2018;7;"B3";"SOAS";0;NA
2018;7;"B3";"SPRU";0;NA
2018;7;"B3";"SUSP";0;NA
2016;1;"A3";"BEMA";4;47,8383403925503
2016;1;"A3";"CETE";0;NA
2016;1;"A3";"CHFU";14;6,33178241549277
2016;1;"A3";"CHMI";0;NA
2016;1;"A3";"HOMA";42;76,1237145781726
2016;1;"A3";"LEMA";8;1114,19042709282
2016;1;"A3";"MEEL";0;NA
2016;1;"A3";"MESU";0;NA
2016;1;"A3";"PAIN";0;NA
2016;1;"A3";"PLCO";0;NA
2016;1;"A3";"POMA";0;NA
2016;1;"A3";"POMO";0;NA
2016;1;"A3";"PUPA";0;NA
2016;1;"A3";"SASO";0;NA
2016;1;"A3";"SCLA";0;NA
2016;1;"A3";"SOAS";0;NA
2016;1;"A3";"SPRU";0;NA
2016;1;"A3";"SUSP";0;NA
2018;1;"B2";"BEMA";0;NA
2018;1;"B2";"CETE";0;NA
2018;1;"B2";"CHFU";0;NA
2018;1;"B2";"CHMI";0;NA
2018;1;"B2";"HOMA";250;14,05
2018;1;"B2";"LEMA";5;108,560871198925
2018;1;"B2";"MEEL";0;NA
2018;1;"B2";"MESU";0;NA
2018;1;"B2";"PAIN";0;NA
2018;1;"B2";"PLCO";0;NA
2018;1;"B2";"POMA";0;NA
2018;1;"B2";"POMO";0;NA
2018;1;"B2";"PUPA";2;78,1960123779827
2018;1;"B2";"SASO";2;567,12103688265
2018;1;"B2";"SCLA";0;NA
2018;1;"B2";"SOAS";0;NA
2018;1;"B2";"SPRU";0;NA
2018;1;"B2";"SUSP";0;NA
2019;3;"E5";"BEMA";0;NA
2019;3;"E5";"CETE";0;NA
2019;3;"E5";"CHFU";0;NA
2019;3;"E5";"CHMI";0;NA
2019;3;"E5";"HOMA";400;12,25
2019;3;"E5";"LEMA";25;75,9908478785916
2019;3;"E5";"MEEL";0;NA
2019;3;"E5";"MESU";0;NA
2019;3;"E5";"PAIN";90;2,23575667466492
2019;3;"E5";"PLCO";0;NA
2019;3;"E5";"POMA";2;357,703169226084
2019;3;"E5";"POMO";0;NA
2019;3;"E5";"PUPA";0;NA
2019;3;"E5";"SASO";0;NA
2019;3;"E5";"SCLA";0;NA
2019;3;"E5";"SOAS";0;NA
2019;3;"E5";"SPRU";0;NA
2019;3;"E5";"SUSP";0;NA
2018;3;"B5";"BEMA";0;NA
2018;3;"B5";"CETE";12;505,000365979861
2018;3;"B5";"CHFU";0;NA
2018;3;"B5";"CHMI";0;NA
2018;3;"B5";"HOMA";290;11,35
2018;3;"B5";"LEMA";18;108,117230657602
2018;3;"B5";"MEEL";0;NA
2018;3;"B5";"MESU";0;NA
2018;3;"B5";"PAIN";0;NA
2018;3;"B5";"PLCO";0;NA
2018;3;"B5";"POMA";10;44,8944157124343
